id_resto,amount_pictures,average_price,features,description
69,20,"$$ ($20 to $30), $$$ ($30 to $45)",,"From the archipelagos of Oceania to Quebec. Imagine tropical aromas blending with local ingredients and dishes.For the curious and the explorers, our Executive Chef Kevin Mougin will provide you with a unique culinary experience and a variety of flavors.  And for the most gourmet, do not miss the original creations of our Pastry Chef, Sylvain Vivier.Located in the heart of Montreal and a few minutes from the Bell Center and Sainte-Catherine Street, we welcome you to a brand new chic restaurant-bar with a slightly vintage atmosphere.show more"
70,15,$ (less than $20),,"Piri Piri Restaurant presents a new concept in Portuguese cuisine. Located in Longue Pointe, this rotisserie will seduce you with its delicious aroma of grilled meats cooked on charcoal.   You will be delighted by their delectable chicken and generous portions while enjoy a friendly and warm atmosphere. Benefit from affordable prices and their take-out services.  Hurry and visit Piri Piri! You won't regret it!show more"
71,57,$ (less than $20),,"The sugar shackFounded in 1941, Cabane à sucre Constantin has always stood out for the quality and diversity of its products.  Quality, service and atmosphere are the guidelines of La Famille Constantin.  Whether it is for food, activities or the festive atmosphere, no matter the season, there is always something to do at Cabane à sucre Constantin.From Valentine's Day until the end of April, sugaring-off time is in full swing.  Come and savor our traditional sugaring-off menu served at will.Have a fun time with us.  Several activities are available: taffy on snow, dance hall, horse-drawn sleigh ride ($), mini-farm and exotic animals ($), inflatable games, doll museum, puppet theater, mini 4-wheel circuit ($ ), hiking, souvenir shop, visit of the evaporators (upon reservation).show more"
72,14,"$$ ($20 to $30), $$$ ($30 to $45)",,"Fresh, flavorful dishes to please nearly any palate are complemented by a chic ambience and international flavors at our popular restaurant here in Montreal. Stop in at the bar for a handcrafted cocktail after a busy day in West Island.show more"
73,16,"$ (less than $20), $$ ($20 to $30)",,"Allô mon Coco invites you to enjoy a sparkling brunch experience in a family-friendly and comforting atmosphere. Come share memorable moments with your loved ones over the best meal of the day: breakfast. Ideally located near the Côte-des-Neiges metro station and Saint Joseph's Oratory, come try our morning specialties—our hearty sweet and savory brunch plates, delicious eggs Benedict, and decadent waffles and cocos, not to mention the famous Allô mon Coco potatoes! Also, discover our lunch offerings, perfect for a meal with colleagues. In the summer, enjoy our terrace and cool off with a mimosa, smoothie, or milkshake!show more"
74,16,"$$ ($20 to $30), $$$ ($30 to $45)",,"The menu of our establishment accompanies the seasons by rubbing shoulders with the wealth of Quebec suppliers. You will find variety, flavors, as well as dishes created just for you. The result: a cuisine that is both refined and contemporary but also very personal and warm.show more"
75,9,"$ (less than $20), $$ ($20 to $30)",,"Giorgio Ristorante of Boucherville located in the 20-20 complex at the corner of de Mortagne Boulevard and autoroute 20 on the South Shore of Montreal offers a contemporary, warm dining room as well as a terrace during the summer months. You’re invited, the entire team will be delighted to receive you, and don’t forget to bring your own wine.show more"
76,29,$ (less than $20),,"OUR HISTORY Allon Burger, it’s the realization of the dream of two partners who love life, good food and who like to share it. That’s why we cook for you what we do best: burgers that are out of the ordinary. IN OUR KITCHEN Our 100% AA Canadian beef is chopped every day, especially for you. It’s always fresh, but never frozen. In addition, all our burgers are served with a choice of tasty salad cabbage or potato salad.show more"
77,6,"$$ ($20 to $30), $$$ ($30 to $45)",,"It is in the spring of 2021 that the 15th SHAKER Cuisine & Mixologie restaurant-bar will open its doors in the premises of the former Biaggi’s downtown St-Jérôme, more precisely at 337 St-Georges Street.  Jérômiens will be able to discover the specialties of the chain such as tartares, cocktails & burgers.
The restaurant will have 250 seats, in addition to a central bar that can seat 35 people.  The place will also include a mezzanine and a large terrace with 100 seats.
MADE WITH LOVEshow more"
78,20,$$ ($20 to $30),,Poké Ici is a restaurant specializing in sushi and Poké bowl. All our dishes are prepared with fresh quality ingredients.show more
79,6,$$$ ($30 to $45),,"Step inside a modern and sensuous cocktail haven, where you may run into 21st century Ziggy Stardust instagraming the scenery as you are handed a desirable potion mixed by expert makers to leave you electrified.show more"
80,9,$$ ($20 to $30),,"At Moghel Tandoori, we felt that there was a need for a ""Fine Dining"" restaurant unlike any other in the area. We strove to make it beautiful and comfortable, luxurious and inviting and of course provide delicious Indian dishes that were missing in the area. Our menu incorporates fresh ingredients from within our locale and specialty ingredients imported from abroad. Each of our specialties honours the fine traditions of Indian culinary arts. Our master-chef comes directly from India, bringing with him over 20 years of global experience, specializing in the preparation of authentic northern Indian dishes. We invite you and yours to experience the sights, sounds and flavours of Indian fare right here in your very own backyard. Whether it's a dinner for two, or a party of 10, Moghel Tandoori Restaurant is sure to please. We look forward to seeing you soon and often!!!show more"
81,48,$ (less than $20),,"Established in 1977, Marathon Souvlaki has been serving the best souvlaki for over 40 years and we are proud to remain a family owned business.
Using only the freshest ingredients, all our delicious specialities are prepared in house, from our homemade salad dressing to marinating our own meats to our famous tzaziki.
This is what makes us so unique. For a fabulous family casual dining experience come visit us in person.show more"
82,23,$ (less than $20),,"At the heart of Ste-Dorothee Laval, LE BASILIC VERT offers a Thai and Vietnamese cuisine, both traditional and authentic, in a friendly and convivial atmosphere. The cuisine at LE BASILIC VERT stands by the quality and freshness of its ingredients. Basil is the herb of choice to enhance the flavor of dishes. It goes very well with vegetables, seafood, chicken and beef. The Vietnamese and Thai dishes are known for their delicate balance between spicy, sour, spicy, sweet and salty. The whole is accompanied by a selective wine list. At the restaurant LE BASILIC VERT, you will find the charm of the South-Eastern Asia. While dining in a nice decor and a warm atmosphere with quality service, this is the commitment of its owner.show more"
83,16,$ (less than $20),,"Welcome to Resto Bar Brasse Rires, a cozy and welcoming show bar where you can grab a bite to eat, enjoy a cold drink or your favourite cocktail, and watch a show! With events every night, you won't be bored.
Enjoy the show!
 show more"
